Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
A204,skin,melanoma,-3.794493,1.496579,,,3.752764,5.587619,1.955114,8.819354,1.996247,-0.656733,-4.408125,1.992671,3.536692,-3.855992,,,4.067416,0.416519,1.01788,-4.760469,-1.662337,-4.612865,2.598142,,3.481451,4.781117,,,4.778869,0.571074,0.143818,3.625819,3.770238,-1.60761,,2.940029,-1.50551,4.77132,4.992729,-1.886575,,,3.390569,2.785048,,-5.398229,,-1.169,5.98651,,-4.468886,-4.351735,3.221282,-4.72752,2.854564,-5.769952,,-1.458933,1.806077,3.874418,5.494032,-0.649461,,2.879004,2.854253,,3.028977,,2.307236,-4.495794,7.527937,,2.377692,5.601344,-1.804632,,,4.917067,-3.592295,5.143593,,5.405475,,1.043353,,0.080733,-2.297394,-2.474731,3.219353,2.920209,-3.558882,,0.452382,1.117067,4.632955,2.7046,0.468759,4.035186,0.909855,-0.455848,1.366284,,6.180574,1.363425,,6.40878,,,-2.215822,,4.870619,2.946865,3.575735,,,,6.150606,4.932606,4.402274,,-2.067209,,,,-2.32438,-3.247987,-4.057585,1.275592,,4.209676,-4.737021,-5.741993,1.47202,,,,,1.480258
A2058,aero_digestive_tract,head_and_neck,-3.137643,3.650765,,,2.554748,4.584902,3.703023,8.09721,4.64367,4.001428,2.935214,2.388688,3.45425,-3.530567,,,3.065617,,,-0.890515,-0.026755,4.878772,3.594529,,3.521789,5.37509,,,6.093411,1.660648,1.091399,5.66826,4.617142,-0.213592,,2.757311,-2.343119,5.284422,1.48462,-0.208563,,,4.558725,1.617144,,-6.393922,,-1.724538,5.109076,,-7.297327,-4.036871,4.438735,-3.602781,0.842366,-7.417212,,-0.854801,0.706304,4.322782,5.942466,2.74495,,4.732589,2.602345,,4.371984,,2.513639,-3.416508,5.286667,,3.020951,5.53663,-0.693019,,,4.838729,-2.569652,7.065624,,3.889095,,,,0.686994,-0.637826,-2.161989,7.499602,2.384291,-3.403837,,4.592128,5.091578,3.90174,0.529264,-2.23911,5.80819,-0.772246,,3.572516,,6.755432,1.668532,,2.750706,,,2.824376,,2.32794,1.335755,5.846922,,,,6.316662,4.941314,5.562871,,-0.084342,,,,-1.002647,-3.073757,-5.917937,2.469031,,4.263841,-6.245412,-5.654126,1.621185,,,,,2.78846
A253,urogenital_system,ovary,-1.199554,4.963126,-0.934909,4.280144,3.068108,6.217905,6.317975,7.961737,2.340804,4.274104,1.604843,2.09674,5.88864,-2.985395,3.495372,3.576351,6.245252,6.294676,5.813742,-0.584284,0.639537,3.697556,4.892354,-2.427942,1.79023,6.227855,4.721741,4.023907,4.590446,3.527388,4.060174,5.680654,4.465783,1.049149,-8.475787,2.653229,-4.152304,5.69084,3.608663,1.752705,4.633664,-2.734758,4.704822,3.443776,2.203273,-3.415119,7.108928,0.514866,5.446993,1.317068,-4.67375,-3.076615,5.245346,-4.073241,2.047287,-4.574299,1.012181,-3.993972,1.779525,4.160491,5.279604,4.535926,4.519293,3.11081,4.40119,5.452403,2.704847,-2.933951,2.741325,-2.280089,6.249929,5.361418,1.929907,6.055067,-1.342788,-0.011215,6.251854,5.651579,-1.492314,4.613877,0.679735,6.236156,-1.824593,3.738593,2.180034,1.322785,1.589861,-1.062348,6.110853,3.9749,-1.128555,3.55413,5.456089,6.681148,5.39134,0.844369,-0.55295,4.646079,-0.570203,3.607462,5.155427,5.130737,5.744356,2.880603,4.837198,6.646713,-4.052458,6.120531,2.43283,3.258029,3.201901,1.267233,5.012939,1.391534,5.603223,1.311508,6.739284,6.207865,6.99566,5.007747,-4.89381,3.533092,5.618408,6.39334,-1.524389,-0.870013,-6.360661,2.347906,3.514085,5.177591,-4.123151,-6.706847,1.075108,4.007215,2.334047,3.849639,1.325221,3.935015
A2780,skin,melanoma,-2.032146,4.424969,,,3.932396,5.403405,0.663149,8.862863,3.010982,4.163624,-1.069914,2.504736,3.163788,-4.065792,,,3.94928,6.029069,0.939617,-0.343743,0.543529,0.261516,0.422311,,2.980038,5.81295,,,3.624046,-0.147032,2.21708,4.025662,4.802525,-1.513283,,4.406567,-1.561149,4.403372,1.323073,-1.757095,,,5.262127,0.912449,,-5.707524,,-1.32981,7.616202,,-5.488462,-2.676762,1.85342,-5.13481,2.582169,-6.170478,,0.100093,1.703774,1.257235,6.695839,1.474036,,3.860428,4.627409,,4.531728,,2.818274,-8.216291,3.345366,,2.383466,5.612492,-0.426167,,,6.384692,-2.801466,5.413163,,4.359073,,4.859722,,-2.908875,-0.744381,-2.238402,5.226913,4.809836,-2.239898,,4.626476,5.20682,2.857271,1.914989,-3.873519,2.030758,2.170707,3.900412,2.400691,,2.624965,1.132501,,5.321258,,,2.406609,,2.585602,2.822366,6.232459,,,,6.714409,6.174693,5.580418,,0.940963,,,,-1.521165,-3.319972,-8.535396,1.195377,,1.868898,-5.523914,-5.054334,1.4011,,,,,5.307623
A3-KAW,skin,skin_other,2.339257,5.46767,-1.628489,5.497085,5.390703,5.974615,5.699959,5.43341,4.263317,4.745434,-0.486671,6.363957,5.918546,-1.482449,3.667284,5.800963,4.997568,5.877295,6.565999,-1.089167,-0.347556,4.721577,-0.301635,-1.372764,3.63954,6.779045,5.164237,0.659417,6.461969,0.742917,1.085491,4.70744,5.297175,-0.332797,-6.658239,4.095641,-1.311078,6.404964,4.700794,-1.303219,0.649113,-3.916027,6.133053,4.16166,1.750213,-5.511285,6.854099,1.042838,2.761108,-0.015604,0.233008,-3.215365,3.129969,-1.541088,2.197861,-5.106587,1.693679,-1.026487,2.172067,2.744622,6.112586,6.283336,3.93687,4.758907,2.818439,6.53977,5.22767,-2.961972,3.372308,-7.503435,5.045563,6.007858,5.772197,6.924079,-1.222812,-2.776651,6.856168,6.625168,-4.013737,4.370586,5.533987,5.915477,3.908138,6.206087,-1.735728,-3.231484,-0.174439,-3.353474,7.573796,5.659349,-2.27721,3.71662,5.028748,1.824519,2.770694,0.91226,-2.457418,0.656863,1.900777,5.796381,5.1364,4.110352,3.506567,1.471444,3.926618,7.245142,-2.610322,0.827719,3.570335,2.24512,1.998529,5.110788,6.341923,-5.811192,1.751138,-0.180516,6.520024,6.441621,7.180397,2.13214,0.760943,0.633504,0.485789,7.689388,-1.103223,-1.607818,-6.223847,-0.104011,2.511519,4.972776,-4.951762,-3.836571,-0.753816,5.482072,5.95504,1.453775,0.867881,6.081024
A375,blood,B_cell_lymphoma,-1.510702,1.966592,,,3.571849,3.933782,3.025122,7.390849,3.840302,2.464504,1.125526,3.626355,4.555625,-3.830161,,,2.064259,4.856156,3.103228,-1.870929,-1.07318,1.470169,0.237625,,3.323052,4.441063,,,4.608016,-2.706291,0.05713,2.346162,4.282156,-2.643705,,-1.013995,-0.796362,5.786316,1.125761,-2.561296,,,4.003797,-2.25387,,-7.054015,,-2.583922,5.170042,,-6.371504,-4.692016,5.744117,-6.205108,1.273255,-9.904015,,-0.460699,1.275397,3.859343,2.470235,-0.378318,,4.091236,1.659165,,3.025792,,1.76396,-11.518031,5.899784,,2.282672,4.469663,-0.473401,,,2.911108,-3.392792,5.254091,,4.224408,,1.623974,,2.754103,-0.577988,-1.970271,6.51745,1.721205,-4.036731,,2.655753,0.592602,-0.741975,0.778947,-5.656418,-0.140581,-6.463893,-0.297374,3.842419,,5.927807,3.631375,,-1.596463,,,3.726645,,1.927066,-2.546469,2.380113,,,,3.874175,0.3348,5.500542,,-1.167611,,,,-2.42103,-6.141519,-9.324466,-0.483731,,5.066814,-6.164229,-3.264627,-0.07971,,,,,0.31229
A4-Fuk,lung,lung_NSCLC_not_specified,4.250235,1.812795,-2.277486,6.372018,4.222118,6.255676,6.1126,5.635615,0.619661,5.141578,-0.64383,4.108983,4.20749,-4.073092,-0.72619,5.472514,5.692587,0.518491,2.168914,-2.382307,-2.311519,0.633089,0.592166,-3.808492,2.631564,4.934203,0.481116,-2.85162,5.683372,-5.167202,1.375877,3.634006,4.263511,3.230332,-7.381184,-0.452882,-1.241193,4.964864,3.783141,-3.038821,4.003197,-3.575824,6.119213,2.483756,2.311827,-5.180752,8.048891,-0.178903,3.807472,3.640238,-3.710952,-1.817209,6.045157,-1.787526,3.901934,-6.821983,4.115245,-0.173128,5.013866,4.206237,4.227871,-1.383991,4.972211,3.922293,2.703912,5.583529,4.112822,-3.872749,3.480963,-7.375682,2.244802,6.162589,1.580774,7.14242,-0.027894,-4.32818,6.928448,4.428995,-5.271648,4.073747,3.100765,2.594853,1.805198,-1.167098,0.142921,-3.884233,-0.578962,-1.489767,7.378669,5.0493,-3.851231,-2.888628,1.523201,3.619221,-3.573247,3.033745,-2.413867,1.794482,-1.169789,2.402587,-0.301238,2.561759,5.972171,1.405756,5.87006,2.627788,-5.097976,5.486888,6.096111,2.757103,3.690917,-0.019779,3.33375,-4.33371,5.554423,-0.792048,6.949599,6.356355,6.464517,2.648295,-1.387366,2.277893,0.293725,6.637323,-1.450355,-2.236199,-9.868728,-3.882901,-2.157375,0.678843,-6.156982,-5.512674,-0.219555,4.637408,5.826937,1.349793,3.865153,1.482723
A427,skin,skin_other,-0.86796,2.009634,,,-0.072332,4.395788,3.363914,9.159373,1.123933,4.226005,-1.299598,4.665617,6.717372,-4.343539,,,3.526291,2.615126,4.519802,-1.617886,-0.038763,0.098767,1.527049,,3.635233,6.516709,,,6.574698,-1.413807,0.551519,1.787169,4.500249,-9.044918,,1.241627,-0.182678,4.835477,3.855101,-3.754547,,,5.218361,1.279701,,-5.460508,,-3.367003,6.463997,,-6.286195,-4.438581,4.930196,-5.104887,3.535501,-7.096816,,-2.269325,-1.469506,4.411027,5.090693,2.846851,,4.482982,0.629199,,3.330309,,4.087227,-1.127086,4.675104,,2.094568,6.338705,-1.251333,,,4.548573,-3.007364,5.991679,,5.13602,,2.460387,,2.784037,-2.127097,-1.19956,7.496052,1.711383,-1.700606,,2.602479,1.92837,1.180804,-0.178041,-2.463664,2.442115,-0.568177,2.918279,3.220166,,1.744959,4.312578,,4.40272,,,0.683477,,4.583543,1.495318,6.357868,,,,6.124384,1.673491,6.520447,,-4.017666,,,,-3.107934,-1.700048,-6.154247,-0.546164,,3.773864,-4.378325,-5.775286,-0.082467,,,,,1.535909
A431,lung,lung_NSCLC_adenocarcinoma,-2.499837,1.177717,,,2.913043,5.899544,3.641551,7.484155,4.488171,5.203475,0.783987,2.713107,4.63456,-5.104983,,,5.772021,3.810723,2.816431,-0.078485,-0.184938,3.867732,0.549431,,-0.729132,5.983794,,,4.768983,-1.037859,1.014327,4.48782,4.048559,0.747619,,0.862994,-1.639331,5.830686,6.471307,-0.950062,,,5.353274,1.831455,,-4.833575,,0.629402,4.580108,,-6.95572,-3.869526,5.961917,-2.072405,1.750709,-11.526967,,-0.226219,0.737096,4.567857,5.860254,0.821338,,3.907534,0.620051,,4.821704,,-0.248405,-8.605445,5.889359,,3.301581,6.568278,-1.390088,,,5.424115,-3.705444,5.250201,,5.87711,,2.282625,,0.787137,-2.187857,-3.128721,5.708027,3.668405,-2.408231,,4.60746,6.094732,4.850861,0.647183,-2.43033,3.645438,-0.433818,3.144664,5.165286,,4.740934,1.543786,,2.343846,,,2.290541,,1.201422,1.071346,2.543438,,,,5.739498,3.084068,6.694012,,-2.235182,,,,0.384665,-0.409394,-5.493711,-0.422574,,4.366781,-4.809909,-5.844247,0.941315,,,,,2.431256
A498,soft_tissue,rhabdomyosarcoma,-2.284787,4.07565,4.220184,5.485259,5.205849,5.842166,5.270411,9.668489,4.62364,5.529602,1.654654,5.51634,6.001521,1.651062,,5.372731,5.255072,2.173017,-0.777946,0.547906,1.856769,3.720898,4.787236,1.927444,-0.899573,7.113992,6.824408,1.900305,6.673727,2.995936,1.518162,5.320885,3.506694,6.926715,,0.337281,-2.275076,5.90476,4.350872,-1.507471,3.24991,-1.024068,-1.176058,3.069505,5.350041,-4.950868,7.214551,1.316271,6.342013,-2.619533,-7.951927,2.906769,5.751688,-3.067326,5.875329,-2.791951,,4.133094,7.19908,3.71974,6.255717,0.266,2.106796,3.476334,6.730026,3.972632,2.039547,0.143817,0.830362,3.649336,7.744782,0.944772,3.409432,6.712308,5.755441,4.929885,5.754516,5.81535,1.488543,5.664141,,4.316565,3.1472,1.919802,,2.237905,3.284738,5.932161,5.542714,5.368795,-2.588219,3.08756,5.180131,4.233689,3.630239,6.145305,6.856668,4.686933,-1.505711,3.953156,5.22022,1.805783,5.909098,4.420616,2.114382,4.718787,0.19502,5.979678,4.836154,7.366693,6.540007,3.572085,4.830652,2.236578,,5.351853,2.968097,6.304803,6.399318,4.4114,3.735798,6.005884,6.579165,-1.085304,0.401948,-0.819266,1.527167,7.217971,4.911986,5.122589,-5.126437,-0.607345,1.16587,-1.663656,6.736194,2.107222,2.542148,0.861581
A549,kidney,kidney,-6.9761,4.175499,,,1.545036,4.880992,4.264903,8.199729,,4.553311,,,3.586019,,,,3.792926,5.591901,3.076857,-1.037039,-1.926744,1.049482,,,1.622189,6.208673,,,4.623169,,0.512904,,,,,0.923852,,5.925208,1.426971,-2.923761,,,,0.812177,,-4.32085,,-1.967927,,,-6.577994,,3.025983,-5.282558,,,,,,,5.505207,-0.747801,,,,,1.963652,,1.884813,,,,5.458064,6.541619,,,,1.825836,,,,5.107196,,0.909243,,2.432931,,,,0.561202,-4.457274,,4.871311,1.314409,,,,,-3.7893,0.150104,5.005588,,3.08416,,,3.91434,,,,,,-1.519616,2.680527,,,,4.717403,5.891401,6.960109,,,,,,-4.262295,-4.072774,,,,4.90843,-4.402721,,0.303131,,,,,3.735023
A673,lung,lung_NSCLC_adenocarcinoma,4.017478,4.421107,,,4.43567,5.832317,1.678196,7.860413,3.803689,2.954243,0.68065,3.706927,3.340902,-2.260355,,,3.714409,5.159223,2.715878,-0.144609,4.281429,3.303591,2.503633,,3.726071,6.340008,,,5.742892,-0.502757,5.424399,2.975586,4.437134,2.34723,,2.770312,-0.010454,5.210281,2.208358,-0.331976,,,5.587342,2.155479,,-7.112436,,-1.496899,6.266011,,-5.848644,-1.533427,4.237481,-4.456366,2.536327,-5.99947,,0.771769,1.097866,5.036873,5.625129,5.761333,,4.578151,2.862951,,4.471694,,2.160573,-3.376472,8.466202,,3.282152,6.285596,0.110262,,,5.250291,-2.258275,5.53014,,4.96776,,5.085774,,0.473313,0.157592,-0.236235,4.836022,4.22859,3.022897,,4.620763,5.898027,2.338956,1.568188,-0.285327,5.513838,1.596247,1.778221,5.384878,,6.714965,3.392224,,3.977484,,,6.684493,,3.753541,3.109553,5.578164,,,,6.715059,5.346627,5.70528,,0.199244,,,,-2.921642,-1.82809,-4.92861,2.730903,,5.314755,-4.979822,-4.924239,0.814756,,,,,5.384767
A704,digestive_system,stomach,0.510204,,-1.343395,0.137912,-0.851671,5.850353,,7.837793,3.698478,4.005067,0.520645,3.672728,4.799463,-1.052022,,-0.11418,6.178766,5.918741,1.198378,-0.618396,-0.200913,1.80923,5.611033,1.144842,2.916434,6.696853,4.38071,0.040665,5.118878,0.852284,3.391718,2.474092,4.339851,2.364959,,1.99915,-1.140124,5.331483,,-0.033316,5.166512,-0.584438,1.12532,3.161685,3.12421,-4.176336,,1.813786,7.034987,-4.205796,-4.046312,0.829142,4.803955,-3.595348,2.384683,-4.22693,,6.792044,0.9482,2.788137,6.420134,0.410687,3.412103,3.632149,2.87039,,5.041454,0.993164,4.610252,-2.922898,6.755807,4.816688,,7.182099,-0.817858,-2.32879,,2.987223,-2.310634,3.634835,,6.367737,,1.891695,,3.127395,-0.893621,0.868407,7.414192,1.483621,-2.889744,0.282835,,4.342197,4.084846,2.573354,-2.391376,2.269946,1.350105,3.584705,1.455642,5.206902,,4.020877,4.211911,3.114203,0.413374,,0.472019,,6.745274,1.546589,2.335223,-0.10631,,5.385399,,6.300283,7.507883,,0.994977,,2.88984,,,1.3051,-1.396584,4.686141,3.513149,5.353798,-2.122694,1.764965,1.61554,-6.6703,4.124118,,-0.719647,
ABC-1,blood,lymphoblastic_leukemia,3.847032,3.681803,,,2.879988,4.930063,6.684833,10.382258,2.330733,3.434842,2.760218,2.274734,6.529676,-2.43506,,,4.365365,3.303122,4.914768,-1.344628,3.288242,1.370955,2.323181,,3.537163,5.191183,,,5.592679,-2.146045,1.571056,4.341593,3.714667,2.978987,,1.442989,-1.978432,5.669427,6.56672,2.526257,,,5.673559,3.189362,,-5.66423,,0.41906,6.103416,,-4.27523,-2.483512,3.347664,-7.914729,5.104065,-6.391757,,-0.905027,1.225968,3.242222,6.955773,5.554726,,3.864086,1.884493,,1.744318,,2.512926,-3.787798,6.032498,,2.76914,5.323734,-0.117986,,,6.451928,-3.333571,6.442427,,3.39106,,0.846954,,3.051622,-2.008791,-2.793666,7.427835,5.088651,-0.86644,,4.437865,3.991247,-0.101456,1.158566,-0.683278,4.779598,-2.095406,0.579877,4.381305,,2.312906,0.811799,,6.54828,,,5.122632,,2.695888,5.103064,2.921153,,,,6.714085,5.455875,6.181113,,-0.346039,,,,-1.153596,-1.138277,-5.74716,1.166918,,5.350751,-4.167509,-5.801127,0.957281,,,,,0.338986
ACHN,nervous_system,glioma,-0.501389,-0.613331,,,2.43546,5.551627,3.015145,7.099968,3.194448,4.320983,-1.226813,0.854648,4.49307,-3.752848,,,5.104768,,0.804759,-2.012234,0.645981,3.960072,0.320838,,-1.139626,4.698965,,,6.012298,0.629721,5.847072,4.114663,4.270439,-0.981823,,-0.614906,-1.026949,5.150459,2.172901,-2.263751,,,2.230601,1.950105,,-5.011156,,-0.993761,5.695339,,-3.107951,-3.008944,4.047357,1.743183,3.93167,-7.197314,,-0.175852,1.52616,2.780503,5.574926,3.197268,,2.863805,2.378664,,4.249026,,-1.104438,-13.935158,5.098784,,2.068148,3.026327,-0.12155,,,5.577524,-2.897895,6.446745,,5.577564,,,,-2.462093,-1.10513,-2.630028,6.997779,4.281808,-1.030826,,2.223144,4.657102,5.304133,1.266985,-2.021428,0.523038,-0.061945,,4.797996,,3.559876,1.392202,,3.521599,,,2.36784,,2.546591,3.871946,4.726586,,,,6.492929,,5.083505,,-1.921558,,,,-1.903801,-1.26177,-3.555553,0.112145,,4.944344,-2.829617,-3.084145,2.224596,,,,,4.188646
ACN,urogenital_system,endometrium,-3.179132,4.30677,-0.095579,3.711205,3.701081,6.045577,4.540478,7.612931,2.511509,4.957977,-1.053466,2.171781,3.344385,-4.100097,-9.200926,5.593386,6.241341,-0.567565,3.112754,-1.761943,-0.058929,5.369747,2.985505,-4.775448,3.322272,4.641462,2.548163,0.685379,3.083195,0.896282,4.264112,3.04255,4.719163,-0.212773,-7.782068,5.297628,-3.839544,4.883816,2.294106,-1.105864,2.637785,-1.798995,4.080224,1.012725,1.473983,-2.71384,6.201723,2.321186,4.853105,0.600221,-4.818136,-3.46975,3.851927,-2.478332,1.767355,-6.842258,4.596072,-2.538832,1.309786,1.861067,6.155815,1.77972,4.14042,4.281465,3.245859,3.065196,4.809904,-3.402398,3.825999,-8.319793,4.974253,5.619145,2.953422,6.303328,-2.54295,-4.199746,6.349356,4.901109,-3.166742,6.185012,4.157491,6.134422,-1.485535,2.254735,-0.672786,2.795992,-0.433369,-2.05644,5.343123,3.575408,-2.502972,2.218287,5.19536,5.049487,4.156474,0.884471,-4.481692,0.582671,-4.150353,2.641112,5.277616,4.817039,5.163632,0.85333,3.102329,0.240284,-5.758048,4.502781,3.113359,0.83287,1.794124,-2.732477,6.012284,-1.919028,3.060534,0.381398,7.059978,0.138753,6.311637,4.656533,-0.086703,3.838031,4.063347,4.270492,-0.362396,-0.529375,-5.362256,0.379012,0.917141,5.251273,-3.126609,-6.622972,2.385812,1.441272,4.710463,2.162847,1.045189,4.008629
AGS,blood,Myeloma,-4.073305,4.314008,,,-2.30668,6.861586,4.58642,11.690564,2.023304,5.375947,0.567346,2.46907,6.8442,-4.546356,,,4.825181,3.25402,1.853624,-0.682358,-0.230549,2.484397,2.14105,,2.816664,7.035321,,,5.283725,0.155437,0.3717,4.365376,4.525412,-0.688107,,2.960856,-1.385963,5.80696,1.547572,-5.094265,,,5.405031,-0.004384,,-6.096845,,2.199684,6.444876,,-7.043505,-4.3226,2.793608,-9.629465,2.154813,-5.961259,,-1.144972,1.680015,2.789278,6.850151,-0.686136,,4.47577,2.147421,,3.656705,,3.949786,-9.313899,3.569422,,1.680003,6.497803,-0.879763,,,3.723162,-3.904746,6.334182,,6.541055,,-0.304992,,1.995742,-1.75147,-2.246212,7.469783,1.857151,-3.89845,,4.862287,0.888611,5.151549,0.093325,-0.950935,4.946355,-4.691281,1.077993,3.819128,,6.202656,0.419523,,7.111696,,,6.69728,,1.903802,-1.821348,0.760865,,,,6.723193,2.687095,6.088049,,-0.490094,,,,-3.282571,-6.048727,-4.735483,1.511435,,5.837135,-4.327062,-5.041854,-0.636599,,,,,3.216553
ALL-PO,blood,lymphoblastic_T_cell_leukaemia,-0.111275,1.102928,-0.227267,2.439976,-6.483158,2.796556,2.166938,5.645767,2.957266,4.09265,-2.084007,0.582618,-0.359568,-4.054193,0.299137,3.298833,1.933477,1.669523,0.920635,-4.729107,-0.294913,0.242466,-0.584832,-4.342754,1.116892,5.844034,2.619329,-0.987303,6.113326,0.782298,-2.276452,1.767298,4.915738,-0.013824,-2.555456,1.103618,-0.216541,5.701829,3.137556,-4.367975,1.863614,-2.525324,1.576621,-0.414148,5.033519,-6.386608,2.465845,-0.758265,4.247291,2.378968,-4.666235,-2.732858,1.007125,-5.416137,1.293807,-6.523111,2.443905,-0.371373,0.85048,3.236838,2.436746,-1.326286,4.115267,1.694021,1.744918,4.762137,0.585491,-4.737649,1.509122,-11.699525,2.634591,3.03567,-0.657678,4.11151,-0.398299,-3.004646,6.336648,0.904751,-4.916514,5.179051,4.170987,2.349508,1.729521,-0.783355,-2.755924,-1.28083,-1.927877,-3.474503,7.761249,1.309921,-2.316406,-1.405524,1.204536,1.753753,1.904963,1.472645,-1.420106,1.636081,-0.644475,0.568519,2.162485,1.157533,2.651837,0.015718,-0.207305,1.998065,-5.067519,2.983544,3.464459,0.170111,2.967408,1.162828,0.897046,1.577074,4.964328,0.811587,2.176345,3.821121,3.70603,1.407701,-1.154791,-3.446941,-2.527063,4.785317,-1.805096,0.218982,-4.119323,-0.589585,-0.125849,1.504407,-6.866161,-5.696056,-1.741666,3.281407,5.680075,1.746658,3.709329,-0.315105
AM-38,breast,breast,-1.567929,4.03845,2.921349,5.824055,2.584498,5.422816,4.295132,6.941364,5.745641,3.956176,1.218028,4.920989,3.696561,-4.341432,2.982592,4.316956,4.659615,5.221927,2.560225,0.774797,0.31626,4.737031,2.581323,3.965173,3.969333,3.4963,4.91502,4.33926,5.099073,0.822924,2.739891,5.920204,5.317713,1.597592,-2.429463,4.859948,-0.061452,5.278718,2.974084,1.07851,6.29142,1.345611,6.08345,2.726001,6.078761,-5.42432,7.804772,0.383596,6.503712,3.996459,-4.33686,-1.26756,2.780634,-1.779183,2.522377,-4.884299,5.436004,1.29939,2.935791,2.935442,6.121641,3.237934,5.791943,4.945037,4.625048,1.98283,3.916567,4.011915,2.099587,-9.015787,3.077336,4.481819,2.737971,5.609727,0.105951,5.055472,6.282687,5.248948,-2.637361,6.019477,5.814124,5.39014,2.530781,3.129776,4.521563,-0.5044,-0.316473,-1.50886,7.815149,3.403217,-2.6692,5.249711,4.944248,1.910488,2.886509,3.50857,-1.648981,3.003364,0.339665,3.093243,4.85185,4.23161,5.409303,2.175251,5.189039,5.014326,2.735448,4.113504,6.597238,6.485789,3.197313,2.419895,5.926348,0.26789,6.186583,6.477454,6.958292,5.701815,4.090206,4.854421,-2.340184,5.416371,5.285881,5.902959,-0.173299,-0.896262,-4.212395,3.308599,5.854393,2.771631,-3.298948,-3.394765,1.020127,6.515034,6.52463,7.403799,3.771376,5.431216
AN3-CA,pancreas,pancreas,-2.995755,3.195161,,,1.236164,4.358667,6.829133,9.023088,0.504471,2.036445,-3.977648,0.950723,5.9438,-4.588321,,,4.685051,3.362434,,-0.177797,-2.531821,0.08056,1.53924,,3.347778,2.895911,,,6.607134,-0.420899,0.494642,2.749174,4.735288,0.936225,,4.947312,-1.622674,5.432968,2.076486,0.21937,,,4.163614,1.900077,,-3.382099,,0.609814,5.3446,,-5.053504,-2.626674,5.052831,-4.529568,1.831985,-7.701318,,0.789485,0.076122,4.150899,4.738161,-1.077733,,3.235531,2.035389,,4.59045,,3.11832,-1.59314,2.658492,,2.711149,5.859402,-1.094441,,,4.787357,-3.597896,6.059758,,6.013475,,1.287732,,2.250133,-1.133256,-0.647636,2.64578,1.448829,-5.191428,,4.809738,5.389788,3.55697,0.934928,-1.855425,3.860302,0.522153,2.246485,-0.912975,,6.567169,0.197758,,3.641828,,,-4.600053,,3.058708,4.035875,2.705233,,,,5.768907,2.986007,5.515719,,-2.530164,,,,-0.10805,-2.866808,-8.432088,0.003819,,4.875971,-4.628964,-5.072142,1.797478,,,,,2.151176
