Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
A204,skin,melanoma,-1.472320041,-0.9757368275,,,0.6082177146,0.1368115128,-1.6312780823,0.3618760396,-0.9195907675,-3.7122895869,-2.1156731888,-0.7408362397,-0.9560345999,-0.7203097983,,,-0.5538971514,-1.530029833,-1.2385748108,-2.4447075013,-1.4003277689,-4.2471915973,-0.0223723491,,0.6666875642,-0.8184618753,,,-0.2712896933,-0.2584542845,-1.2805497855,-0.6954094056,-1.1253692775,-0.9345648603,,0.1167341129,-0.166339142,-0.7994327106,0.9659199343,-0.8654681475,,,-0.8186580288,0.0076933924,,-0.6089764171,,-0.862573706,-0.3576341016,,0.1126368039,-1.348808486,-1.0778153062,-0.8092242427,-0.200010044,-0.4070245213,,-1.3207080829,-0.2614844356,0.2625001272,-0.1964156473,-1.2490157335,,-0.9835499848,-0.6519612808,,-0.7804212961,,-0.0310894945,-0.475236225,0.9653357117,,-0.5856311035,-0.3642263286,-1.2660446557,,,-0.0302573255,-0.5660988472,-0.9657827549,,0.0057455824,,-0.7859907919,,-0.1788472974,-1.6561898699,-0.6193474338,-2.9312416697,-0.4313876955,-0.7982662563,,-2.0591448457,-1.7951220337,0.6119616372,-0.1690808602,0.661621344,0.3363728086,0.3821638094,-1.459484541,-1.8652969165,,0.9967931848,-0.9769875899,,0.8368425969,,,-3.4499320547,,0.4751355487,0.2478030329,-0.6431680656,,,,0.338389526,-0.0645329803,-1.4987693661,,-1.1565780152,,,,-1.0701916323,-0.9178448997,0.0147908276,-0.4367538907,,-0.2146191938,-0.4035511507,-1.0583228181,0.2910240696,,,,,-0.8479291838
A2058,aero_digestive_tract,head_and_neck,-1.1977277655,0.3802184366,,,0.115756358,-0.8945657108,-0.4537905217,-0.0769350317,0.7282200072,-0.1687829247,0.5493966718,-0.5226234297,-1.00293929,-0.5511618889,,,-1.2665102919,,,-0.3288276973,-0.1804227711,0.9945683243,0.4994488508,,0.6897015,-0.3335060409,,,0.8603751723,0.2129545424,-0.7175163145,0.5830064342,0.2568652459,-0.5083622811,,0.0208000745,-0.8445017354,-0.2754116312,-1.3511399058,0.0688936554,,,-0.0080085513,-0.5849962933,,-1.0622870349,,-1.1323217799,-0.8519362225,,-1.3612718861,-1.1898555421,-0.1332022384,-0.3136450186,-1.607338237,-1.1142260836,,-1.0745098019,-0.9578226857,0.6756008665,0.1693889827,0.4591084036,,0.8172111229,-0.7722114267,,0.2508371811,,0.1151441935,-0.2085989257,-0.1134312653,,-0.1015102781,-0.4277340317,-0.4779668991,,,-0.0883360612,0.1243055206,0.7815168822,,-1.4565909294,,,,0.083393208,-0.7778146019,-0.4777566824,0.7804948913,-0.8314437989,-0.6933795464,,0.2855465385,0.2531518189,0.2547598236,-1.1377052477,-0.5125514044,1.355936382,-0.2986210228,,-0.3054578994,,1.4662252872,-0.7783817496,,-1.1833571784,,,-0.775786393,,-0.8162489322,-0.396835992,0.8775757409,,,,0.476970172,-0.0594134929,-0.3576925269,,-0.197597314,,,,-0.2071891977,-0.8376585761,-0.6249842599,0.0878947609,,-0.1654372453,-1.2586608791,-1.0152605394,0.4054909588,,,,,-0.0593283276
A253,urogenital_system,ovary,-0.3875210692,1.2062858266,-0.3834085562,0.2852840212,0.3267802191,0.7851127032,1.3077848531,-0.1592552508,-0.7051313716,0.0386442602,0.0665738503,-0.6834922647,0.3820866497,-0.2677948948,0.2766539053,-0.1380403628,0.9952704474,1.280343533,1.5922752259,-0.1613972864,0.3165336278,0.3422413666,1.1791371633,-0.5564557797,-0.2982004201,0.362743388,0.5071049926,0.5719350026,-0.4334995649,1.0206075457,1.0464697646,0.5907641545,0.0098317743,-0.1222959097,-1.4893636728,-0.0338470133,-2.309292099,0.1396551568,0.0517625507,1.1609799482,0.317789325,-0.7170514314,0.093376415,0.3419856727,-0.8314516511,0.2938769919,0.5743422137,-0.0449525711,-0.6615708049,-0.1198790113,0.0058815879,-0.7050890456,0.4926414626,-0.5209377343,-0.7646183389,0.1062931514,-1.9796010267,-2.3537972818,-0.2782962442,0.5260738481,-0.3713327036,1.3603573492,0.052491514,-0.7583500456,0.0864805309,0.8716500021,-1.0293118902,-0.4842684896,0.2764565945,0.0721530651,0.350205528,0.3757971605,-0.92263695,0.0810390791,-0.9386204681,0.5018762941,0.2903689834,0.5142999555,0.8516354498,-1.4473424043,-2.0140563895,0.8068212731,-1.4014946961,0.6231682239,0.3695725595,0.3584070275,0.4012543882,0.0200945672,-0.4237972977,0.3559259827,0.8458306386,0.786196406,0.7748813704,1.0723405614,0.9824361178,-0.9973966298,0.2185929462,0.6876660093,-0.2168495894,0.4787350257,0.8136838493,0.6372485254,0.6405752444,0.0106017204,0.0643954744,0.9682429439,-0.6031511798,0.8588296394,-0.9835264535,-0.5735008466,-0.3723786393,-0.4242530866,0.319156517,0.6711855167,0.3171529538,-0.3254844355,0.8296658273,0.6851997297,1.0509982963,0.3272006572,-2.5236166562,-0.0901686455,1.0511884223,0.4066377449,-0.5478515072,0.1765762257,-0.7772370518,0.034646905,0.4177044321,0.6642499215,-0.0555470795,-1.5311830708,-0.0135599944,0.1506278402,-1.8389897408,0.1775908742,-0.6876776224,0.6318296546
A2780,skin,melanoma,-0.7355812531,0.8675421818,,,0.6820579792,-0.0526677958,-2.5016167077,0.3883142997,-0.2879987376,-0.0453989097,-0.9041581648,-0.4586788007,-1.1681952287,-0.8293586771,,,-0.6379312401,1.1533556287,-1.2847710559,-0.0298825852,0.2449256992,-1.55531295,-1.1618841482,,0.3806176899,0.0239896055,,,-1.2654554294,-0.5691459006,-0.0486594246,-0.4451374885,0.5594293885,-0.9057256267,,0.8867234564,-0.2113867579,-1.1752108368,-1.457839574,-0.7933702327,,,0.4801218557,-0.9426159761,,-0.7497896071,,-0.9406569114,0.5604522866,,-0.4186671641,-0.5032310641,-2.1391296405,-0.9886831769,-0.390522689,-0.5789783191,,-0.6853675925,-0.3262591591,-2.1488447446,0.7839439262,-0.1804366838,,-0.030094832,0.1944678428,,0.3735002455,,0.3309739031,-1.3943839506,-1.0478173103,,-0.5812855543,-0.3532861321,-0.2887822408,,,1.0578200367,-0.0321962088,-0.7207192969,,-1.0033628539,,1.2093308804,,-1.4720136283,-0.8342119756,-0.5123518889,-1.1903303698,0.979195294,0.0940159341,,0.3050007417,0.3125420622,-0.2554679767,-0.5206754972,-1.2212557426,-0.8162708257,0.8924595154,0.6184736678,-1.1339556984,,-1.9067360485,-1.1273048724,,0.2362501266,,,-0.997438362,,-0.685386677,0.1979883623,1.1357240153,,,,0.8089066041,0.6656977043,-0.3404406511,,0.2982744252,,,,-0.5457464528,-0.9509747424,-1.5251284589,-0.4720172696,,-2.3400511687,-0.8496422899,-0.7213116138,0.2366011703,,,,,1.4592552693
A3-KAW,skin,skin_other,1.0918580354,1.5238717234,-0.7251415579,0.7644371871,1.2815156188,0.534868851,0.8914553117,-1.6955940967,0.4914804414,0.3971894017,-0.6924856081,1.6678245024,0.3991014196,0.5133994628,0.3413141619,0.9643699459,0.1077510812,1.080791795,2.0363094279,-0.4374397776,-0.4196934058,0.9077573294,-1.5410243521,-0.0891600457,0.7568816764,0.8127685682,0.7648018348,-0.7922456204,1.1776599296,-0.1841056794,-0.7210267287,-0.0183952745,1.3667491166,-0.5448076344,-0.6880237267,0.7234752443,-0.0089190219,0.8689760897,0.7731007076,-0.5406399795,-2.1083951946,-1.3494779721,1.0845066355,0.7062985291,-1.0940678336,-0.6604475886,0.4004547672,0.211410504,-2.1746631308,-0.4595796241,2.5628072073,-0.7751342746,-1.1486644093,0.5947721496,-0.6593071144,-0.1222287002,-1.577738849,-1.1444759651,-0.029752218,-0.7784388483,0.308162322,2.2396831581,-0.4193226127,0.8427791065,-0.6690573585,1.3402351596,0.9078951422,-0.4957514021,0.7234993757,-1.2182730785,-0.2294793243,0.8483608525,1.969095006,0.9338523208,-0.8535635131,-0.5261215593,1.0576832552,1.2361056968,-0.8506217918,-1.6685158797,0.7503609647,0.4975712103,0.9856123238,1.9132542335,-1.3672301765,-1.6115593804,-0.532553377,-1.0171893664,0.8448342749,1.613346154,0.0687746627,0.8523366596,0.5328416992,-1.4305349351,-0.2977612303,-0.9671664133,-0.6072130384,-1.6063273037,0.783212657,1.522860538,0.8002314757,-0.0029193078,-1.1868151632,-0.9066738827,-0.6022357983,1.2987300066,-0.0524490056,-2.4601943776,-0.3800076907,-1.011121067,-0.9835513141,1.1136341758,1.2090190369,-1.7330341161,-1.9783379842,-1.035715857,0.6466842281,0.8226263382,1.232628192,-1.3298900536,0.2112107412,-1.6675704512,-1.1310473321,1.1117729898,-0.2728585371,-0.162985678,-0.7301867146,-1.0432422439,0.0347037547,0.4782774158,-0.5252882322,-0.1245045115,-1.4170476808,0.569923314,0.3001459803,-1.1224471455,-0.9401705448,1.9254712594
A375,blood,B_cell_lymphoma,-0.5175946588,-0.6798865149,,,0.5338500548,-1.5642963904,-0.91046189,-0.5061555572,0.2281871653,-1.3379353935,-0.1073815248,0.1593543486,-0.3763211457,-0.70688348,,,-1.9788097343,0.5925806348,-0.0076579366,-0.8648646068,-0.9609028005,-0.8878338993,-1.2586066768,,0.5763165885,-1.0961027298,,,-0.4183738772,-1.6764201957,-1.3320580424,-1.4963793129,-0.2898663955,-1.2513372128,,-1.9592818812,0.4078161582,0.2371629361,-1.588161554,-1.2411707825,,,-0.3931044574,-2.5494643241,,-1.3628085468,,-1.5496058876,-0.8175910488,,-0.8788228744,-1.5205927063,0.8796343112,-1.4602747661,-1.3059751317,-2.1818601952,,-0.9139037839,-0.5974926687,0.2486107569,-2.6630416008,-1.112572061,,0.1941355484,-1.2224453716,,-0.7828669708,,-0.4159930719,-2.2100778784,0.1816739084,,-0.6571437614,-1.4748123069,-0.3222687733,,,-1.5174482479,-0.431410845,-0.8653301007,,-1.1332284195,,-0.482423274,,0.9775290817,-0.746143577,-0.3909583128,-0.071205439,-1.3264292284,-1.121527306,,-0.8111878455,-2.0654063394,-2.0137158226,-1.0265274605,-1.9943475793,-2.0648964069,-2.602161029,-1.3838916358,-0.1146324421,,0.7903823073,0.4993079906,,-3.5841150189,,,-0.2970752924,,-1.0198461862,-1.9501955353,-1.4437339157,,,,-1.561386925,-2.7676117687,-0.4189732111,,-0.7215023793,,,,-1.1332975586,-2.249542617,-1.7964896466,-1.21017125,,0.5636641428,-1.2126380819,0.1557965334,-0.8997492746,,,,,-1.5519951956
A4-Fuk,lung,lung_NSCLC_not_specified,1.8907311378,-0.7766942426,-1.044908121,1.1089295798,0.8011522894,0.8239632953,1.1694329665,-1.5727241529,-1.776406336,0.6985398495,-0.7495222933,0.4252914473,-0.574389658,-0.8331530376,-1.3111775562,0.8016064782,0.6021413454,-1.48127656,-0.5591547939,-1.1444582098,-1.8845226099,-1.3501116281,-1.0729288127,-1.1678456358,0.1818037115,-0.6934731151,-1.9625120695,-2.215845822,0.5073801901,-2.7411438101,-0.5484852388,-0.6902849538,-0.3202969552,0.5445719645,-1.0067634284,-1.6646757881,0.0476627398,-0.6017699928,0.1670029742,-1.5070694292,-0.0661006731,-1.1673404519,1.0749022772,-0.1452067268,-0.7685283361,-0.5099653432,1.2157439613,-0.3818203487,-1.5851943567,0.4723014148,0.5075983778,-0.0693025113,1.1132090922,0.4861873554,0.5325189265,-0.8586824058,-0.1498024703,-0.7967117036,1.7695766825,0.5682219831,-1.2292712206,-1.6186434605,0.4193951401,0.030007125,-0.7237276685,0.9281568644,0.0518337437,-0.8689847815,0.8004799495,-1.1867117362,-1.5775402349,0.9614730557,-1.1853966722,1.1481233505,-0.0064266977,-1.1028727411,1.1494591789,-0.3921073174,-1.6998597455,-1.9383693196,-0.635319285,-2.7047063963,0.1099489032,-1.9416863721,-0.5339714843,-1.8939084473,-0.7466590953,-0.1734150266,0.6756244883,1.1579521836,-0.9960380307,-1.8362766559,-1.4526486782,-0.5056309206,-3.3968049183,-0.0225205707,-0.5883286695,-0.9521410228,-0.4595157875,-0.0959964864,-3.0442599074,-0.9744735989,0.8266101858,-0.9494327196,0.8205488158,-1.2512395985,-1.002398571,0.4614838929,0.9600771497,-0.7899224072,-0.1240155257,-0.9392136794,-0.8051966392,-1.2398609437,0.2880726096,-1.3268165642,1.0051824515,0.7724979257,0.528788627,-1.0324517542,-0.8277832363,-0.7730081279,-1.212707188,0.5393805233,-0.4995123023,-0.4521870911,-1.9836613585,-2.7044830307,-1.7489090595,-3.4206239308,-1.2085297438,-0.9459370682,-1.0070641414,0.3297889877,0.2244679265,-1.1788696108,0.7145938898,-0.8464432503
A427,skin,skin_other,-0.2489001497,-0.6527936703,,,-0.9641418911,-1.089085074,-0.6822329802,0.5684887119,-1.4625370243,0.0020549008,-0.9875158725,0.732007243,0.8535868272,-0.973724735,,,-0.9388174654,-0.4788659129,0.8285021864,-0.7265144938,-0.1893789832,-1.6451911433,-0.5833180804,,0.7544244147,0.5985814355,,,1.2747062383,-1.1172214941,-1.0383020947,-1.8462672683,0.0660838348,-3.2084234845,,-0.7749928256,0.9046798893,-0.733910416,0.2145316075,-1.905604741,,,0.4497501544,-0.7562423766,,-0.6373302691,,-1.9298401675,-0.0886419759,,-0.8343681106,-1.3926509938,0.2481188335,-0.9754985918,0.2762362487,-0.9766736925,,-1.6509622612,-2.3354703712,0.756905509,-0.5254345747,0.5103866836,,0.5747174807,-1.7141072551,,-0.5490366648,,1.230009659,0.3570021282,-0.4077884684,,-0.7987120314,0.3593899445,-0.8737834689,,,-0.3034538025,-0.1712015886,-0.1947960434,,-0.2541060938,,-0.0451193901,,0.9904771475,-1.5660551643,-0.0420267666,0.7774164104,-1.3337612289,0.4588426848,,-0.8413614573,-1.3770150712,-1.0744296402,-1.4526510181,-0.609921398,-0.5797205343,-0.2160296208,0.1499912243,-0.5545746186,,-2.6253536317,0.9427291324,,-0.2710196173,,,-1.9116695017,,0.329334411,-0.3329914769,1.2196955069,,,,0.3165061753,-1.9805869908,0.5837779365,,-2.099884158,,,,-1.5817995059,-0.2054329295,-0.7062512733,-1.2376174699,,-0.6103375233,-0.2002057057,-1.0746392104,-0.9018649533,,,,,-0.8143820509
A431,lung,lung_NSCLC_adenocarcinoma,-0.9310967222,-1.1764449407,,,0.263038566,0.4576521293,-0.4952014391,-0.4494581315,0.6314342168,0.7456254766,-0.231334034,-0.3438624635,-0.3314117341,-1.3695045944,,,0.6586454068,0.0927544037,-0.1769453969,0.1151460237,-0.2984041577,0.4362211233,-1.0953097038,,-1.7355655675,0.1634770815,,,-0.2798003677,-0.9545659923,-0.7633109386,-0.1558610259,-0.6711207502,-0.2144847219,,-0.9737898395,-0.2746861111,0.2824771529,1.9425012504,-0.3439927498,,,0.543373911,-0.4762374234,,-0.3519055593,,0.010661744,-1.1499301505,,-1.1832595019,-1.1053746856,1.0486237721,0.3606647997,-0.9720445369,-2.8786258485,,-0.8183475595,-0.9383262556,0.9014010281,0.1023255347,-0.5088851857,,0.0156687303,-1.7184741205,,0.5961649138,,-1.8417260099,-1.4905243356,0.1766561525,,0.1096936495,0.5846836048,-0.9721537912,,,0.3456612166,-0.6424877374,-0.8688664618,,0.4605716027,,-0.1380591376,,0.1267104442,-1.5982141848,-0.9154347375,-0.7731190291,0.1271312876,-0.0198600022,,0.2942303583,0.7701296581,0.7184096974,-1.0851987755,-0.595467274,0.1122487437,-0.1616514537,0.2579780224,0.8206543097,,-0.1788245013,-0.8595837022,,-1.4080487731,,,-1.0590198194,,-1.3883887354,-0.5026315987,-1.3343745886,,,,-0.0046972169,-1.1512999856,0.7544237348,,-1.2378153676,,,,0.6986318973,0.3885680996,-0.4790929306,-1.1832859734,,-0.0719674812,-0.4448714966,-1.1084359464,-0.116230651,,,,,-0.2746554562
A498,soft_tissue,rhabdomyosarcoma,-0.8411963357,0.6476628692,2.1565513686,0.7597808682,1.2055287775,0.3986341189,0.6020881727,0.8778532395,0.7157529213,0.9937133373,0.0846514298,1.2007716049,0.4463093556,2.1421213949,,0.7521588406,0.2909222903,-0.6902402192,-2.2985957409,0.457622463,1.2244107017,0.3551319944,1.1240854606,1.3723688336,-1.8328068346,1.086239756,1.731637296,-0.2891098213,1.3599584706,0.7906725767,-0.4639423687,0.3655755746,-1.5555002194,1.6746922128,,-1.2498095592,-0.7894113325,0.3581274865,0.5419818304,-0.6543729366,-0.5247755045,0.1988159611,-3.987698629,0.1520500604,0.9925720975,-0.4053057161,0.6464160898,0.3441791446,-0.1573616174,-1.1233260502,-1.7023858172,2.3155055654,0.8855085959,-0.0777143952,1.9127083608,0.8714906856,,0.9581770521,3.1531786557,0.119987356,0.42491971,-0.7883405145,-1.9018443644,-0.4032428327,1.19816761,0.2339639889,-1.5401776302,0.7769905802,-1.0774344205,1.5370158247,1.0697074407,-2.8528807371,0.1908629998,0.7260288235,4.093667195,2.3386355584,-0.3411148897,0.635717564,2.8640647068,-0.4925576448,,-1.044355877,0.6687580284,-0.3277547868,,0.7542456701,1.298317985,3.186787193,-0.9164747793,1.3964512166,-0.1416204534,0.596282823,0.6185828089,-0.1889633512,0.122130365,1.3629816685,3.4315148162,0.7111590472,-0.5954711209,0.6436328245,0.8594934692,-1.4487568526,0.7751044384,1.0130552074,-1.9289651259,-0.0964691619,1.0188146884,0.7705033414,0.2915898115,1.2016185817,1.3229900187,0.4979667158,0.1971005937,0.9532553018,,1.5977956005,-2.3175467416,0.7421901838,0.4646862135,-0.0164489007,1.6499499677,1.2550523189,1.4596735011,-3.6622358372,0.7099165298,0.1999316488,1.9353871446,2.1755799864,0.9517311495,0.6143079751,-0.6243118221,1.4580899768,0.0560893456,-1.4615762872,0.7616200636,-0.7678752901,-0.0158241773,-1.2208755727
A549,kidney,kidney,-2.8023721163,0.710512956,,,-0.2992999863,-0.5900126992,-0.0752772749,-0.0146393231,,0.2510396378,,,-0.9279704136,,,,-0.7491510706,0.9443436367,-0.0232239279,-0.40893903,-1.5975367262,-1.1201584452,,,-0.3940724213,0.3470820317,,,-0.4053289401,,-1.0612463469,,,,,-0.9418370285,,0.3790106306,-1.3892163119,-1.4430009547,,,,-0.9935021621,,-0.1184764938,,-1.2505021994,,,-0.9864254036,,-1.2293464023,-1.0537834706,,,,,,,-0.1872997758,-1.298502059,,,,,-1.5984553325,,-0.3303703828,,,,1.732676507,0.5585215401,,,,-2.3220542577,,,,-0.2819028121,,-0.8561078559,,0.8386049095,,,,-2.1923570012,-1.4060213022,,0.4436716928,-1.6934213569,,,,,-1.5196919342,-1.1704423506,0.7077454355,,-1.5317549676,,,-0.5407312651,,,,,,-1.5393300347,-1.2425823902,,,,-0.8576780504,0.4991485728,1.0160452311,,,,,,-2.3355193217,-1.2974387542,,,,0.4198510952,-0.2140358445,,-0.605963076,,,,,0.5112719254
A673,lung,lung_NSCLC_adenocarcinoma,1.7934284442,0.8651112407,,,0.8889358479,0.3885036092,-1.8178252654,-0.2208248172,0.2053984776,-0.9653863534,-0.2688374537,0.2037510349,-1.0674276918,0.1090630609,,,-0.8050028392,0.737478334,-0.2362987444,0.0789930265,3.0328524992,0.1246740547,-0.0718679765,,0.8062499861,0.454311947,,,0.558619856,-0.7230518354,1.8570646762,-1.1024068008,-0.0369263433,0.2745751997,,0.0276261039,1.044119502,-0.3511303905,-0.8731204787,0.0001740079,,,0.7058069267,-0.3118012345,,-1.3894059614,,-1.0217889598,-0.2001773161,,-0.6063590338,0.0739592917,-0.2893537763,-0.6897491566,-0.4225845134,-0.505561175,,-0.4116435114,-0.7098991616,1.3335295137,-0.0894748498,1.9770025564,,0.6671743326,-0.6478092262,,0.3274017729,,-0.1349982138,-0.1987080432,1.4169409612,,0.0950712602,0.3072709192,0.0915189637,,,0.2167904496,0.3345216379,-0.6143766471,,-0.4163693402,,1.3275182084,,-0.0090353226,-0.356816186,0.394108804,-1.5293023353,0.5453024039,3.6542549133,,0.3017649823,0.6687572608,-0.5086671835,-0.6750975755,0.3346383063,1.186669659,0.6599623855,-0.3938222487,0.9759091376,,1.4331797196,0.3436354386,,-0.5058595007,,,1.2722512296,,-0.0922098351,0.3128979263,0.6976204735,,,,0.8094490561,0.1788725446,-0.2176787136,,-0.0604456537,,,,-1.4601634042,-0.2643620304,-0.2847546862,0.2030165155,,0.7887951588,-0.5411954996,-0.6575540354,-0.2133500491,,,,,1.5057586567
A704,digestive_system,stomach,0.3272331969,,-0.584673222,-1.3456607629,-1.2845001678,0.4070551244,,-0.2345698687,0.1399129774,-0.1660147033,-0.3269070189,0.1849067431,-0.237591544,0.7371248288,,-1.966889357,0.9479767315,1.1006073145,-1.1320323853,-0.1800478678,-0.3103191717,-0.700587341,1.5555189688,1.0257860049,0.3443298627,0.7456619995,0.3084984249,-1.0431274744,0.0214177586,-0.1367875815,0.6492867249,-1.4163046677,-0.1957022154,0.2799956072,,-0.3772638629,0.1294923466,-0.2273491484,,0.1664758556,0.6422393242,0.4341846028,-2.3906423513,0.198829706,-0.2976306135,-0.0526833923,,0.5857534616,0.2330250303,-1.5276674885,0.3328413232,1.2666561317,0.1501693453,-0.3103699118,-0.5286440943,0.2554255892,,2.0417629556,-0.8046624996,-0.738346248,0.5590408958,-0.7155316069,-0.8444302816,-0.2518682845,-0.6442581646,,0.7649049504,1.1250501504,1.6005656813,-0.0866527156,0.5936944788,-0.0224139959,,1.1870627168,-0.5664714767,-0.3596378125,,-1.4610176145,0.2991731514,-2.3373799382,,0.9337127519,,-0.3424500394,,1.1389979586,-0.9132016434,0.8942242053,0.7064292424,-1.5037827215,-0.3455997188,-0.5453580331,,-0.1330434911,0.3442079275,-0.2275215224,-0.5785762334,-0.678726087,0.560343076,0.4678798207,-1.8021194742,0.6850328254,,0.7528497712,-0.3933741544,-0.9826131372,1.1021965765,,-2.0238614222,,1.4272417226,-0.3124768705,-1.4737914097,0.1712156509,,1.6137641259,,0.7395328476,1.5546061825,,0.3243973994,,-0.1089169056,,,1.1776341082,0.9299091211,1.0625602211,0.417346861,0.8242462954,1.0785158008,2.6207229825,0.401159074,-2.8849435478,-0.7814884368,,-1.8166291623,
ABC-1,blood,lymphoblastic_leukemia,1.7221744974,0.3997553473,,,0.2494508425,-0.5395391242,1.554920563,1.3115752389,-0.7113997701,-0.5997901968,0.4858865213,-0.5854142254,0.7467987494,0.0182556997,,,-0.3419560609,-0.1499319231,1.0616384851,-0.5771119212,2.2920802328,-0.9426248662,-0.1663731027,,0.6984727888,-0.4836589479,,,0.4293042658,-1.4340273802,-0.4325138234,-0.2473882293,-1.216066871,0.4677265527,,-0.6692699639,-0.5492361859,0.1177864769,2.0055202816,1.591714318,,,0.7656377763,0.2128752717,,-0.7300790839,,-0.0914723123,-0.2917751495,,0.2135514991,-0.405672574,-0.9797564171,-2.2135629945,1.3732875029,-0.6739778058,,-1.0949781017,-0.628789403,-0.3199744581,0.9959819534,1.8730344737,,-0.0265410785,-1.1148833852,,-1.766875934,,0.1146390428,-0.3003260145,0.2455517458,,-0.2910248425,-0.6366615585,-0.0702973985,,,1.1076678995,-0.391429701,0.2149745674,,-1.9368760589,,-0.8886745683,,1.1062220588,-1.5034382276,-0.7637420028,0.718260148,1.1873272143,1.0231493523,,0.1981742391,-0.3139064221,-1.7008194126,-0.8574923223,0.1620807641,0.7644459313,-0.8341342046,-0.9654384405,0.2663680187,,-2.1615650888,-1.336062096,,0.9138825552,,,0.4435846142,,-0.6293742472,1.1105436408,-1.0814637772,,,,0.8086362126,0.2431001244,0.2501512184,,-0.3241627229,,,,-0.305748706,0.053112391,-0.5662540464,-0.4845281528,,0.8214796122,-0.0806937141,-1.087303491,-0.1039785922,,,,,-1.5359025062
ACHN,nervous_system,glioma,-0.0956573012,-2.3038225042,,,0.0667213448,0.0997907691,-0.9171829455,-0.6829095055,-0.1738057086,0.0743055541,-0.9611004898,-1.3679083012,-0.4119112926,-0.6666980845,,,0.1840060272,,-1.3643735912,-0.9421224749,0.3213399095,0.4872159213,-1.2150269157,,-1.9697636577,-0.8855357855,,,0.7905464926,-0.2330804104,2.1082084267,-0.3894294959,-0.3089897459,-0.7432387559,,-1.7497446738,0.2211234675,-0.412225434,-0.8965393607,-1.0754897965,,,-1.6236253903,-0.4160247422,,-0.4327531226,,-0.7774843284,-0.5216651772,,0.8218239225,-0.6709266623,-0.436869627,2.0418780773,0.5533162393,-1.0198194877,,-0.7978217989,-0.4387182047,-0.7453798435,-0.1304273419,0.6867223529,,-0.9983158402,-0.8789872055,,0.1564210836,,-2.4482136223,-2.8072284162,-0.2038630187,,-0.8185958918,-2.8912439017,-0.0728240954,,,0.4593965782,-0.0972971314,0.218900019,,0.1717013639,,,,-1.2787563719,-1.0251490143,-0.689656567,0.3453251672,0.5850289772,0.9119435302,,-1.0562112346,0.029243562,0.9398351064,-0.8092159698,-0.4181612134,-1.6832831905,-0.0111459264,,0.5609747871,,-1.1432827501,-0.9582555377,,-0.7576255324,,,-1.0180077827,,-0.7051997167,0.617947414,0.1274199707,,,,0.6240723225,,-0.8289960371,,-1.0861363274,,,,-0.7955819336,-0.0037231118,0.1874396418,-0.9482177358,,0.4524610924,0.6777598068,0.2442480133,0.8685391272,,,,,0.7847216573
